FID,OCEAN_REGION,COUNTRY,LOCATION,SITE_NAME,LATITUDE,LONGITUDE,DAY,MONTH,YEAR,MONTHS_SINCE_PEAK,MAX_DEPTH_m,DEPTH_RAW,SEVERITY_CODE,%_BLEACHED,%_BLEACHED_RAW,MORTALITY_CODE,%_MORTALITY,%_MORTALITY_RAW,SURVEY_TYPE,OTHER_DRIVERS,SOURCE,CITATION,COMMENTS,DATABASE_CODE,INTERNAL DATA -->,ENTRY_CODE,MAP_CODE,LAT_CORRECTED,LON_CORRECTED,LAND,QC_CODE,CRW DATA -->,CRW_ID,CRW REGION,CRW REG VIRTUAL STATION NAME,CRW REG VIRTUAL STATION #,MIDPOINT_OF_BLEACH_RANGE_%,MIDPOINT_OF_MORT_RANGE_%,CRW MORTALITY TIME ADJUST,CRW OBS TIMING,CRW DHW TO USE,CRW DAILY DHW,CRW ANNUAL MAX DHW,CRW DHW OFFSET,QA CODE,CRW ANN MAX DHW 2014,CRW ANN MAX DHW 2015,CRW ANN MAX DHW 2016,CRW ANN MAX DHW 2017,DATETIME,DHW,MAX_DHW,DATE_MAX_DHW,DAYS_FROM_MAX_DHW,MAX_ANNUAL_DHW,DATE_OF_MAX_DHW,IS_BEST_REPORT,spatial_cluster
7086,Caribbean,United States,Florida,"Martin, Undetermined, A4002",27.13165,-80.1341,21,8,2005,,4,4m,Mild,0.0196078431372549,0.0196078431372549,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 51; Bleached Corals: 1; Pale Corals: 10,4,,,,27.13165,-80.1341,No,AA,,,,,,,,,,,,,,,,,,,2005-08-21,0.67,,,-4,1.43,2005-08-25,True,US_continent
7087,Caribbean,United States,Florida,"Martin, Undetermined, A4000",27.10837,-80.12297,21,8,2005,,5,5m,Mild,0.0625,0.0625,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 16; Bleached Corals: 1; Pale Corals: 11,4,,,,27.10837,-80.12297,No,AA,,,,,,,,,,,,,,,,,,,2005-08-21,0.67,,,-4,1.43,2005-08-25,True,US_continent
7088,Caribbean,United States,"Reef Margin, Upper Keys Trans, Florida Keys",A1146,25.402,-80.132,22,8,2005,,3,2.5m,Moderate,0.177,0.177,0,0.0,0,Transects,,"Romano, Sandra & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 62; Bleached Corals: 10; Pale Corals: 1,2,,EH,2.72456479,25.402,-80.132,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-22,3.35,,,-3,3.84,2005-08-25,True,US_continent
7089,Caribbean,United States,Florida,"Broward, Inner Reef, A1002",25.79785,-80.09763,22,8,2005,,11,11m,Mild,0.0784313725490196,0.0784313725490196,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 51; Bleached Corals: 4; Pale Corals: 8,4,,,,25.79785,-80.09763,No,AA,,,,,,,,,,,,,,,,,,,2005-08-22,2.71,,,-3,2.87,2005-08-25,True,US_continent
7090,Caribbean,United States,"Inner Reef, Broward, Florida",A2000,25.825,-80.091,22,8,2005,,17,16.4m,Moderate,0.22,0.22,0,0.008,0.008,Transects,,"Husain, Ellen & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 31; Bleached Corals: 3; Pale Corals: 4,2,,EH,5.33233595,25.825,-80.091,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-22,2.69,,,-3,2.99,2005-08-25,True,US_continent
7091,Caribbean,United States,Florida,"Broward, Inner Reef, A1001",25.79959,-80.09557,22,8,2005,,14,14m,Moderate,0.2666666666666667,0.2666666666666667,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 15; Bleached Corals: 4; Pale Corals: 1,4,,,,25.79959,-80.09557,No,AA,,,,,,,,,,,,,,,,,,,2005-08-22,2.71,,,-3,2.87,2005-08-25,True,US_continent
7092,Caribbean,United States,"Reef Margin, Upper Keys Trans, Florida Keys",A1151,25.388,-80.133,22,8,2005,,9,9m,Moderate,0.29,0.29,1,0.032,0.032,Transects,,"Romano, Sandra & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 31; Bleached Corals: 4; Pale Corals: 5,2,,EH,2.72456479,25.388,-80.133,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-22,3.23,,,-3,3.7,2005-08-25,True,US_continent
7093,Caribbean,United States,"Reef Margin, Upper Keys Trans, Florida Keys",A1154,25.579,-80.092,22,8,2005,,14,14m,Moderate,0.34,0.34,0,0.0,0,Transects,,"Quinn, Norman & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 47; Bleached Corals: 11; Pale Corals: 5,2,,EH,4.01757622,25.579,-80.092,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-22,3.21,,,-3,3.7,2005-08-25,True,US_continent
7094,Caribbean,United States,"Reef Margin, Upper Keys Trans, Florida Keys",A1158,25.604,-80.094,22,8,2005,,7,6.7m,Severe,0.633,0.633,0,0.0,0,Transects,,"Cameron, Andy & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 49; Bleached Corals: 21; Pale Corals: 10,2,,EH,2.68274546,25.604,-80.094,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-22,3.16,,,-3,3.63,2005-08-25,True,US_continent
7095,Caribbean,United States,"Mid Channel, Middle Keys, Florida Keys",A4008,25.399,-80.161,22,8,2005,,3,3m,Severe,0.694,0.694,0,0.001,0.001,Transects,,"Ponce-Taylor, Daniel & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 124; Bleached Corals: 78; Pale Corals: 8,2,,EH,2.72456479,25.399,-80.161,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-22,3.85,,,-3,4.37,2005-08-25,True,US_continent
7096,Caribbean,United States,"Reef Margin, Upper Keys Trans, Florida Keys",A4005,25.458,-80.131,22,8,2005,,6,6m,Severe,0.717,0.717,0,0.0,0,Transects,,"Ponce-Taylor, Daniel & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 99; Bleached Corals: 41; Pale Corals: 30,2,,EH,3.78845167,25.458,-80.131,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-22,3.58,,,-3,4.1,2005-08-25,True,US_continent
7097,Caribbean,United States,"Reef Margin, Upper Keys Trans, Florida Keys",A1157,25.376,-80.139,22,8,2005,,10,10m,Severe,0.8,0.8,0,0.0,0,Transects,,"Cameron, Andy & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 45; Bleached Corals: 26; Pale Corals: 10,2,,EH,2.72456479,25.376,-80.139,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-22,3.23,,,-3,3.7,2005-08-25,True,US_continent
7108,Caribbean,United States,Florida,"Broward, Inshore, A1014",25.9422,-80.10057,23,8,2005,,12,12m,Moderate,0.2692307692307692,0.2692307692307692,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 26; Bleached Corals: 7; Pale Corals: 4,4,,,,25.9422,-80.10057,No,AA,,,,,,,,,,,,,,,,,,,2005-08-23,2.85,,,-2,3.01,2005-08-25,True,US_continent
7109,Caribbean,United States,Florida,"Broward, Outer Reef, A1028",25.84086,-80.08813,23,8,2005,,15,15m,Moderate,0.2857142857142857,0.2857142857142857,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 21; Bleached Corals: 6; Pale Corals: 1,4,,,,25.84086,-80.08813,No,AA,,,,,,,,,,,,,,,,,,,2005-08-23,2.84,,,-2,2.99,2005-08-25,True,US_continent
7107,Caribbean,United States,Florida,"Biscayne, Forereef, A4006",25.70033,-80.09688,23,8,2005,,9,9m,Moderate,0.2162162162162162,0.2162162162162162,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 37; Bleached Corals: 8; Pale Corals: 6,4,,,,25.70033,-80.09688,No,AA,,,,,,,,,,,,,,,,,,,2005-08-23,3.04,,,-2,3.35,2005-08-25,True,US_continent
7111,Caribbean,United States,"Inner Reef, Broward, Florida",A1004,26.286,-80.07,23,8,2005,,14,13.7m,Moderate,0.333,0.333,0,0.004,0.004,Transects,,"Husain, Ellen & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 24; Bleached Corals: 4; Pale Corals: 2,2,,EH,4.14819098,26.286,-80.07,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-23,2.65,,,-2,2.81,2005-08-25,True,US_continent
7112,Caribbean,United States,"Inner Reef, Broward, Florida",A4007,25.675,-80.098,23,8,2005,,10,10m,Moderate,0.5,0.5,0,0.0,0,Transects,,"Husain, Ellen & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 24; Bleached Corals: 7; Pale Corals: 5,2,,EH,2.47233105,25.675,-80.098,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-23,2.94,,,-2,3.26,2005-08-25,True,US_continent
7110,Caribbean,United States,"Inshore, Broward, Florida",A1018,25.887,-80.111,23,8,2005,,9,8.5m,Moderate,0.292,0.292,0,0.0,0,Transects,,"Husain, Ellen & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 17; Bleached Corals: 3; Pale Corals: 2,2,,EH,9.21293068,25.887,-80.111,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-23,2.87,,,-2,3.02,2005-08-25,True,US_continent
7105,Caribbean,United States,Florida,"Broward, Outer Reef, A1026",26.30927,-80.05958,23,8,2005,,20,20m,Mild,0.1,0.1,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 20; Bleached Corals: 2; Pale Corals: 2,4,,,,26.30927,-80.05958,No,AA,,,,,,,,,,,,,,,,,,,2005-08-23,2.67,,,-2,2.82,2005-08-25,True,US_continent
7106,Caribbean,United States,Florida,"Broward, Outer Reef, A1006",26.18533,-80.07598,23,8,2005,,14,14m,Moderate,0.2,0.2,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 25; Bleached Corals: 5; Pale Corals: 4,4,,,,26.18533,-80.07598,No,AA,,,,,,,,,,,,,,,,,,,2005-08-23,2.49,,,-2,2.79,2005-08-25,True,US_continent
7104,Caribbean,United States,Florida,"Broward, Inner Reef, A1005",26.20315,-80.07788,23,8,2005,,19,19m,Mild,0.06666666666666667,0.06666666666666667,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 45; Bleached Corals: 3; Pale Corals: 12,4,,,,26.20315,-80.07788,No,AA,,,,,,,,,,,,,,,,,,,2005-08-23,2.65,,,-2,2.81,2005-08-25,True,US_continent
7103,Caribbean,United States,Florida,"Broward, Inner Reef, A1003",26.30548,-80.0677,23,8,2005,,12,12m,Mild,0.04878048780487805,0.04878048780487805,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 41; Bleached Corals: 2; Pale Corals: 7,4,,,,26.30548,-80.0677,No,AA,,,,,,,,,,,,,,,,,,,2005-08-23,2.67,,,-2,2.82,2005-08-25,True,US_continent
7102,Caribbean,United States,Florida,"Biscayne, Forereef, A1150",25.67808,-80.08978,23,8,2005,,12,12m,Mild,0.04444444444444445,0.04444444444444445,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 45; Bleached Corals: 2; Pale Corals: 7,4,,,,25.67808,-80.08978,No,AA,,,,,,,,,,,,,,,,,,,2005-08-23,2.94,,,-2,3.26,2005-08-25,True,US_continent
7101,Caribbean,United States,Florida,"Broward, Outer Reef, A3002",25.8422,-80.0881,23,8,2005,,15,15m,Mild,0.03571428571428571,0.03571428571428571,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 28; Bleached Corals: 1; Pale Corals: 1,4,,,,25.8422,-80.0881,No,AA,,,,,,,,,,,,,,,,,,,2005-08-23,2.84,,,-2,2.99,2005-08-25,True,US_continent
7100,Caribbean,United States,Florida,"Broward, Outer Reef, A1025",25.90217,-80.08797,23,8,2005,,20,20m,Mild,0.03225806451612903,0.03225806451612903,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 31; Bleached Corals: 1; Pale Corals: 2,4,,,,25.90217,-80.08797,No,AA,,,,,,,,,,,,,,,,,,,2005-08-23,2.83,,,-2,2.99,2005-08-25,True,US_continent
7099,Caribbean,United States,Florida,"Broward, Inshore, A1015",26.19257,-80.09127,23,8,2005,,16,16m,None,0.0,0,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 11; Bleached Corals: 0; Pale Corals: 3,4,,,,26.19257,-80.09127,No,AA,,,,,,,,,,,,,,,,,,,2005-08-23,2.49,,,-2,2.79,2005-08-25,True,US_continent
7098,Caribbean,United States,Florida,"Broward, Outer Reef, A1022",25.86248,-80.08737,23,8,2005,,24,24m,Moderate,0.125,0.125,-1,,,Transects,,Florida Reef Resilience Program,,Number of Corals: 24; Bleached Corals: 3; Pale Corals: 4,4,,,,25.86248,-80.08737,No,AA,,,,,,,,,,,,,,,,,,,2005-08-23,2.85,,,-2,3.01,2005-08-25,True,US_continent
7113,Caribbean,United States,"Offshore Patch Reef, Lower Keys, Florida Keys",A1050,24.477,-81.893,24,8,2005,,5,5m,Moderate,0.232,0.232,0,0.006,0.006,Transects,,"Husain, Ellen & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 138; Bleached Corals: 12; Pale Corals: 20,2,,EH,2.73757458,24.477,-81.893,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-24,5.47,,,-2,5.850000000000001,2005-08-26,True,US_continent
7114,Caribbean,United States,"Mid Channel, Lower Keys, Florida Keys",A1052,24.478,-81.957,24,8,2005,,9,8.6m,Moderate,0.292,0.292,0,0.001,0.001,Transects,,"Rodriguez, Alberto & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 72; Bleached Corals: 15; Pale Corals: 6,2,,EH,-9999.0,24.478,-81.957,No,AAA-,,,,,,,,,,,,,,,,,,,2005-08-24,5.64,,,-2,6.05,2005-08-26,True,US_continent
7115,Caribbean,United States,"Mid Channel, Lower Keys, Florida Keys",A1048,24.492,-81.888,24,8,2005,,7,6.8m,Moderate,0.5,0.5,1,0.012,0.012,Transects,,"Husain, Ellen & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 42; Bleached Corals: 10; Pale Corals: 11,2,,EH,2.73757458,24.492,-81.888,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-24,5.47,,,-2,5.850000000000001,2005-08-26,True,US_continent
7116,Caribbean,United States,"Offshore Patch Reef, Middle Keys, Florida Keys",A1097,24.618,-81.19,24,8,2005,,8,7.6m,Severe,0.619,0.619,0,0.006,0.006,Transects,,"Rodriguez, Alberto & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 42; Bleached Corals: 6; Pale Corals: 20,2,,EH,2.13891864,24.618,-81.19,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-24,5.58,,,-1,5.77,2005-08-25,True,US_continent
7117,Caribbean,United States,"Reef Margin, Middle Keys, Florida Keys",A1099,24.63,-81.083,24,8,2005,,16,15.4m,Severe,0.667,0.667,0,0.0,0,Transects,Hurricane,"Alvarez, Lorenzo & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 45; Bleached Corals: 3; Pale Corals: 27,2,,EH,1.22228539,24.63,-81.083,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-24,4.84,,,-1,5.01,2005-08-25,True,US_continent
7118,Caribbean,United States,"Mid Channel, Middle Keys, Florida Keys",A1104,24.625,-81.235,24,8,2005,,4,3.9m,Severe,0.759,0.759,1,0.038,0.038,Transects,,"Alvarez, Lorenzo & Florida Reef Resilience Program","Eakin, C. M. et al. Caribbean Corals in Crisis: Record Thermal Stress, Bleaching, and Mortality in 2005. PLoS ONE 5, e13969 (2010).",Number of Corals: 54; Bleached Corals: 10; Pale Corals: 31,2,,EH,1.33529675,24.625,-81.235,No,AAA,,,,,,,,,,,,,,,,,,,2005-08-24,5.74,,,-1,5.93,2005-08-25,True,US_continent
7642,Caribbean,Barbados,West Coast,Batt Rocks,13.13572,-59.63842,15,9,2005,,8,8m,Severe,0.738,0.738,1,0.016,0.016,Five haphazardly placed 20x1m belt transects,,Hazel A. Oxenford & Ramon Roach & Angelique Brathwaite & Leonard Nurse & Renata Goodridge & Fabian Hinds & Kim Baldwin & Christine Finney,"Oxenford, H. A. et al. Quantitative observations of a major coral bleaching event in Barbados, Southeastern Caribbean. Climatic Change 87, 435–449 (2008).",Coral mortality measured the following February (2006),4,,,,13.0883,-59.63345,Yes,AAA,,,,,,,,,,,,,,,,,,,2005-09-15,5.55,,,-45,12.92,2005-10-30,True,Barbados
7649,Caribbean,Barbados,West Coast,Maycocks,13.29246,-59.6632,23,9,2005,,22,22m,Severe,0.591,0.591,1,0.042,0.042,Five haphazardly placed 20x1m belt transects,,Hazel A. Oxenford & Ramon Roach & Angelique Brathwaite & Leonard Nurse & Renata Goodridge & Fabian Hinds & Kim Baldwin & Christine Finney,"Oxenford, H. A. et al. Quantitative observations of a major coral bleaching event in Barbados, Southeastern Caribbean. Climatic Change 87, 435–449 (2008).",Coral mortality measured the following February (2006),4,,,,13.29246,-59.6632,No,AAA,,,,,,,,,,,,,,,,,,,2005-09-23,6.890000000000001,,,-37,12.32,2005-10-30,True,Barbados
7650,Caribbean,U.S. Virgin Islands,Saint Thomas,Black Point,18.3445,-64.98595,26,9,2005,,9,9m,Severe,1.0,1,2,0.3666666666666666,0.3666666666666666,intercept,,US Virgin Islands Territorial Coral Reef Monitoring Program via Tyler Smith (tsmith@uvi.edu),,"Bleaching represents proportion of colonies bleached or pale; mortality represents proportion of colonies recently killed; Species affected: Siderastrea siderea, Orbicella franksii, Porites porites, Madracis decactis, Millepora alcicornis, Porites astreoides, Agaricia agaricites, Meandrina meandrites, Mussa angulosa, Colpophyllia natans, Diploria labyrinthiformis, Montastraea cavernosa,   ",4,,,,18.3445,-64.98595,No,AAA,,,,,,,,,,,,,,,,,,,2005-09-26,8.03,,,-23,11.8,2005-10-19,True,U.S. Virgin Islands
7652,Caribbean,U.S. Virgin Islands,Saint Thomas,Buck Island STT,18.27883,-64.89833,27,9,2005,,14,14m,Severe,1.0,1,-1,,,intercept,,US Virgin Islands Territorial Coral Reef Monitoring Program via Tyler Smith (tsmith@uvi.edu),,"Bleaching represents proportion of colonies bleached or pale; mortality represents proportion of colonies recently killed; Species affected: Orbicella franksii, Porites astreoides, Orbicella annularis, Diploria labyrinthiformis, Siderastrea siderea, Colpophyllia natans, Millepora alcicornis, Montastraea cavernosa,    ",4,,,,18.27883,-64.89833,No,AA,,,,,,,,,,,,,,,,,,,2005-09-27,8.48,,,-22,12.04,2005-10-19,True,U.S. Virgin Islands
7651,Caribbean,U.S. Virgin Islands,Saint Thomas,Flat Cay,18.31822,-64.99104,27,9,2005,,12,12m,Severe,1.0,1,2,0.3,0.3,intercept,,US Virgin Islands Territorial Coral Reef Monitoring Program via Tyler Smith (tsmith@uvi.edu),,"Bleaching represents proportion of colonies bleached or pale; mortality represents proportion of colonies recently killed; Species affected: Orbicella franksii, Porites porites, Diploria strigosa, Montastraea cavernosa, Siderastrea siderea, Agaricia agaricites, Porites furcata, Colpophyllia natans, Porites astreoides, Porites divaricata, Orbicella species complex, Eusmilia fastigiata, Stephanocoenia intercepta, Meandrina meandrites, Millepora alcicornis, Agaricia grahamae, Diploria labyrinthiformis, Dendrogyra cylindrus,  ",4,,,,18.31822,-64.99104,No,AAA,,,,,,,,,,,,,,,,,,,2005-09-27,8.290000000000001,,,-22,11.8,2005-10-19,True,U.S. Virgin Islands
